tick,alive,gamma,H,gamma_plus_H,sp0,sp1,sp2,sp3,sp4,total_fitness
1633,100,0.0000,2.3197,2.3197,20,21,18,20,21,85.25
1634,100,0.0000,2.3212,2.3212,20,21,19,20,20,85.25
1635,100,0.0300,2.3205,2.3505,21,21,19,19,20,84.60
1636,100,0.0600,2.3212,2.3812,20,20,20,21,19,84.60
1637,100,0.0000,2.3212,2.3212,20,20,20,21,19,83.75
1638,100,0.0000,2.3197,2.3197,18,20,20,21,21,83.75
1639,100,0.0200,2.3096,2.3296,16,21,19,20,24,83.65
1640,100,0.0100,2.3096,2.3196,16,21,19,20,24,83.65
1641,100,0.0500,2.3074,2.3574,16,22,18,20,24,83.65
1642,100,0.0000,2.3096,2.3096,16,21,19,20,24,83.60
1643,100,0.0000,2.3096,2.3096,16,21,19,20,24,83.40
1644,100,0.0100,2.3129,2.3229,16,22,20,20,22,83.40
1645,100,0.0000,2.3129,2.3129,16,22,20,20,22,83.80
1646,100,0.0500,2.3163,2.3663,18,23,19,19,21,83.80
1647,100,0.0600,2.3079,2.3679,18,25,17,19,21,84.15
1648,100,0.0500,2.3141,2.3641,19,23,18,18,22,84.65
1649,100,0.0000,2.3141,2.3141,19,23,18,18,22,83.65
1650,100,0.0000,2.3141,2.3141,19,23,18,18,22,83.65
1651,100,0.0000,2.3105,2.3105,19,23,17,18,23,83.65
1652,100,0.0200,2.3026,2.3226,20,22,16,17,25,84.00
1653,100,0.0000,2.3001,2.3001,20,21,16,17,26,84.15
1654,100,0.0200,2.3033,2.3233,21,21,16,17,25,83.90
1655,100,0.0600,2.3087,2.3687,20,20,17,18,25,83.95
1656,100,0.0200,2.3087,2.3287,20,20,17,18,25,83.75
1657,100,0.0200,2.3112,2.3312,20,21,17,18,24,83.75
1658,100,0.0100,2.3083,2.3183,20,22,17,17,24,83.90
1659,100,0.0000,2.3050,2.3050,19,22,17,17,25,84.30
1660,100,0.0300,2.3058,2.3358,18,22,17,18,25,85.05
1661,100,0.0000,2.3058,2.3058,18,22,17,18,25,84.90
1662,100,0.0000,2.3033,2.3033,18,21,17,18,26,84.90
1663,100,0.0200,2.3087,2.3287,18,21,18,18,25,84.75
1664,100,0.0000,2.3056,2.3056,18,20,18,18,26,84.80
1665,100,0.0600,2.2996,2.3596,20,17,18,18,27,84.35
1666,100,0.0100,2.3056,2.3156,18,18,20,18,26,84.25
1667,100,0.0500,2.3031,2.3531,20,19,19,16,26,84.60
1668,100,0.0200,2.2946,2.3146,20,20,18,15,27,85.35
1669,100,0.0100,2.2847,2.2947,19,21,18,14,28,86.10
1670,100,0.0100,2.2882,2.2982,19,22,18,14,27,86.75
1671,100,0.0300,2.2910,2.3210,19,22,17,15,27,87.20
1672,100,0.0400,2.2846,2.3246,19,23,17,14,27,86.75
1673,100,0.0400,2.2881,2.3281,18,23,17,15,27,88.15
1674,100,0.0200,2.2969,2.3169,19,22,18,15,26,88.00
1675,100,0.0400,2.2969,2.3369,19,22,18,15,26,87.90
1676,100,0.0400,2.3026,2.3426,17,22,20,16,25,87.90
1677,100,0.0500,2.2942,2.3442,16,23,19,16,26,87.20
1678,100,0.0200,2.2846,2.3046,14,23,19,17,27,87.10
1679,100,0.0200,2.2896,2.3096,14,21,20,18,27,87.30
1680,100,0.0600,2.3087,2.3687,17,20,20,18,25,86.70
1681,100,0.0900,2.3147,2.4047,20,21,19,17,23,86.10
1682,100,0.0300,2.3153,2.3453,20,22,19,17,22,85.15
1683,100,0.0300,2.3133,2.3433,19,23,19,17,22,85.40
1684,100,0.0400,2.3122,2.3522,21,22,19,16,22,85.60
1685,100,0.0400,2.3139,2.3539,21,22,18,17,22,85.80
1686,100,0.0200,2.3068,2.3268,21,23,19,15,22,85.65
1687,100,0.0000,2.3068,2.3068,21,22,19,15,23,85.25
1688,100,0.0200,2.3012,2.3212,22,22,19,14,23,84.80
1689,100,0.0200,2.3026,2.3226,23,21,20,14,22,84.25
1690,100,0.0100,2.3026,2.3126,23,21,20,14,22,83.75
1691,100,0.0100,2.3032,2.3132,22,22,20,14,22,83.75
1692,100,0.0500,2.3122,2.3622,21,22,19,16,22,83.85
1693,100,0.0500,2.3141,2.3641,19,23,18,18,22,84.45
1694,100,0.0200,2.3141,2.3341,19,23,18,18,22,85.20
1695,100,0.0200,2.3155,2.3355,20,23,18,18,21,84.60
1696,100,0.0200,2.3132,2.3332,21,23,17,18,21,84.65
1697,100,0.0400,2.3155,2.3555,20,23,18,18,21,84.95
1698,100,0.0000,2.3155,2.3155,20,23,18,18,21,84.55
1699,100,0.0200,2.3139,2.3339,21,22,18,17,22,84.55
1700,100,0.0200,2.3139,2.3339,22,22,18,17,21,83.45
1701,100,0.0400,2.3190,2.3590,21,21,18,19,21,83.20
1702,100,0.0400,2.3197,2.3597,20,21,18,20,21,82.90
1703,100,0.0000,2.3190,2.3190,20,20,18,20,22,82.95
1704,100,0.0000,2.3177,2.3177,19,19,19,20,23,82.55
1705,100,0.0000,2.3170,2.3170,19,18,20,20,23,82.45
1706,100,0.0000,2.3143,2.3143,19,18,19,20,24,81.95
1707,100,0.0100,2.3177,2.3277,19,19,19,20,23,82.80
1708,100,0.0700,2.3094,2.3794,18,21,16,22,23,82.95
1709,100,0.0100,2.3047,2.3147,18,22,15,22,23,84.50
1710,100,0.0000,2.3102,2.3102,17,22,17,21,23,85.00
1711,100,0.0100,2.3058,2.3158,17,23,16,21,23,85.05
1712,100,0.0500,2.2970,2.3470,18,24,14,21,23,85.65
1713,100,0.0200,2.2977,2.3177,18,24,14,22,22,86.85
1714,100,0.0100,2.2928,2.3028,17,25,14,22,22,86.70
1715,100,0.0200,2.2958,2.3158,18,25,14,22,21,86.80
1716,100,0.0000,2.2958,2.2958,18,25,14,22,21,86.55
1717,100,0.0200,2.2903,2.3103,18,24,13,23,22,86.55
1718,100,0.0300,2.2828,2.3128,19,25,12,21,23,86.90
1719,100,0.0100,2.2796,2.2896,19,26,12,20,23,86.95
1720,100,0.0600,2.2713,2.3313,19,26,11,21,23,86.90
1721,100,0.0300,2.2744,2.3044,18,27,12,20,23,86.75
1722,100,0.0600,2.2925,2.3525,19,24,13,21,23,86.95
1723,100,0.0000,2.2925,2.2925,19,24,13,21,23,86.20
1724,100,0.0200,2.2925,2.3125,19,24,13,21,23,86.20
1725,100,0.0300,2.2899,2.3199,19,25,13,20,23,87.10
1726,100,0.0000,2.2973,2.2973,19,25,14,20,22,87.45
1727,100,0.0200,2.2958,2.3158,18,25,14,21,22,87.10
1728,100,0.0300,2.2934,2.3234,18,26,14,21,21,87.30
1729,100,0.0200,2.2927,2.3127,18,26,14,22,20,87.40
1730,100,0.0000,2.2927,2.2927,18,26,14,22,20,87.50
1731,100,0.0200,2.2945,2.3145,18,25,14,23,20,87.50
1732,100,0.0000,2.2945,2.2945,18,25,14,23,20,87.35
1733,100,0.0100,2.3015,2.3115,18,25,15,21,21,87.35
1734,100,0.0000,2.3081,2.3081,18,24,16,21,21,87.45
1735,100,0.0000,2.3080,2.3080,18,23,16,20,23,87.15
1736,100,0.0000,2.3080,2.3080,18,23,16,20,23,86.25
1737,100,0.0000,2.3089,2.3089,17,23,17,20,23,86.25
1738,100,0.0400,2.3163,2.3563,19,21,18,19,23,85.85
1739,100,0.0200,2.3177,2.3377,20,19,19,19,23,85.45
1740,100,0.0000,2.3170,2.3170,20,19,20,18,23,84.45
1741,100,0.0100,2.3170,2.3270,20,19,20,18,23,84.30
1742,100,0.0400,2.3183,2.3583,21,19,20,18,22,84.30
1743,100,0.0400,2.3169,2.3569,22,19,19,18,22,84.15
1744,100,0.0000,2.3169,2.3169,22,19,19,18,22,84.25
1745,100,0.0400,2.3163,2.3563,23,18,19,19,21,84.25
1746,100,0.0300,2.3190,2.3490,22,18,20,20,20,84.70
1747,100,0.0200,2.3190,2.3390,21,18,21,21,19,85.20
1748,100,0.0800,2.3109,2.3909,23,16,20,22,19,84.90
1749,100,0.0100,2.3153,2.3253,22,17,20,22,19,85.15
1750,100,0.0100,2.3168,2.3268,22,18,21,21,18,85.35
1751,100,0.0900,2.3183,2.4083,22,18,20,21,19,85.35
1752,100,0.0200,2.3153,2.3353,22,17,19,22,20,85.40
1753,100,0.0200,2.3205,2.3405,21,19,19,21,20,85.40
1754,100,0.0100,2.3183,2.3283,21,19,18,20,22,85.80
1755,100,0.0000,2.3191,2.3191,21,19,19,19,22,85.85
1756,100,0.0000,2.3191,2.3191,21,19,19,19,22,85.15
1757,100,0.0200,2.3191,2.3391,21,19,19,19,22,85.15
1758,100,0.0400,2.3198,2.3598,22,19,19,20,20,85.15
1759,100,0.0200,2.3183,2.3383,21,19,18,20,22,85.20
1760,100,0.0200,2.3183,2.3383,21,19,18,20,22,83.95
1761,100,0.0100,2.3197,2.3297,21,20,18,20,21,83.95
1762,100,0.0300,2.3197,2.3497,21,20,18,21,20,84.00
1763,100,0.0300,2.3089,2.3389,22,20,15,21,22,84.40
1764,100,0.0000,2.3082,2.3082,21,20,15,21,23,84.85
1765,100,0.0000,2.3063,2.3063,21,20,15,20,24,84.50
1766,100,0.0200,2.2973,2.3173,22,19,14,20,25,84.40
1767,100,0.0000,2.2954,2.2954,20,19,15,19,27,83.85
1768,100,0.0600,2.2987,2.3587,20,21,14,20,25,83.15
1769,100,0.0300,2.3015,2.3315,18,21,15,21,25,83.50
1770,100,0.0000,2.3015,2.3015,18,21,15,21,25,84.25
1771,100,0.0300,2.2985,2.3285,17,22,15,21,25,84.25
1772,100,0.0100,2.2941,2.3041,16,23,15,21,25,84.40
1773,100,0.0600,2.3064,2.3664,17,22,16,22,23,84.90
1774,100,0.0000,2.3102,2.3102,17,21,17,22,23,85.65
1775,100,0.0500,2.3132,2.3632,18,21,17,21,23,85.15
1776,100,0.0000,2.3132,2.3132,18,21,17,21,23,84.70
1777,100,0.0000,2.3132,2.3132,18,21,17,21,23,84.70
1778,100,0.0100,2.3094,2.3194,18,22,16,21,23,84.70
1779,100,0.0200,2.3026,2.3226,17,20,16,22,25,85.20
1780,100,0.0200,2.2981,2.3181,16,20,16,23,25,84.95
1781,100,0.0000,2.2981,2.2981,16,20,16,23,25,85.00
1782,100,0.0200,2.3083,2.3283,17,20,17,22,24,85.00
1783,100,0.0200,2.3089,2.3289,17,20,17,23,23,84.60
1784,100,0.0200,2.3038,2.3238,16,20,17,24,23,85.05
1785,100,0.0200,2.3011,2.3211,16,19,17,24,24,84.95
1786,100,0.0600,2.3062,2.3662,17,19,17,24,23,84.80
1787,100,0.0200,2.3021,2.3221,17,18,17,25,23,84.50
1788,100,0.0600,2.3074,2.3674,18,20,16,24,22,84.60
1789,100,0.0700,2.3064,2.3764,17,20,17,25,21,85.65
1790,100,0.0000,2.3064,2.3064,17,20,17,25,21,84.45
1791,100,0.0000,2.3055,2.3055,16,20,18,25,21,84.45
1792,100,0.0000,2.3055,2.3055,16,20,18,25,21,84.65
1793,100,0.0400,2.3079,2.3479,17,19,18,25,21,84.65
1794,100,0.0200,2.3102,2.3302,18,19,18,25,20,84.75
1795,100,0.0200,2.3102,2.3302,18,18,19,25,20,84.50
1796,100,0.0000,2.3079,2.3079,18,17,19,25,21,84.30
1797,100,0.0000,2.3064,2.3064,17,17,20,25,21,83.55
1798,100,0.0000,2.3033,2.3033,16,17,21,25,21,83.70
1799,100,0.0000,2.3033,2.3033,16,17,21,25,21,83.90
1800,100,0.0000,2.2994,2.2994,16,16,22,25,21,83.90
1801,100,0.0200,2.3033,2.3233,17,16,21,25,21,83.45
1802,100,0.0200,2.3055,2.3255,18,16,20,25,21,83.85
1803,100,0.0300,2.3125,2.3425,18,17,20,23,22,83.70
1804,100,0.0400,2.3139,2.3539,18,17,21,22,22,84.25
1805,100,0.0200,2.3116,2.3316,19,16,21,21,23,84.70
1806,100,0.0300,2.3082,2.3382,20,15,21,21,23,85.10
1807,100,0.0000,2.3089,2.3089,20,15,22,21,22,85.00
1808,100,0.0400,2.3012,2.3412,19,14,22,23,22,84.65
1809,100,0.0200,2.2952,2.3152,20,13,21,23,23,84.30
1810,100,0.0100,2.3012,2.3112,20,14,20,23,23,84.25
1811,100,0.0200,2.2887,2.3087,21,12,22,23,22,84.40
1812,100,0.0000,2.2887,2.2887,21,12,23,22,22,84.25
1813,100,0.0000,2.2887,2.2887,21,12,23,22,22,84.10
1814,100,0.0000,2.2887,2.2887,21,12,23,22,22,84.10
1815,100,0.0000,2.2784,2.2784,21,11,24,22,22,84.10
1816,100,0.0100,2.2810,2.2910,19,12,26,21,22,83.75
1817,100,0.0000,2.2810,2.2810,19,12,26,21,22,84.60
1818,100,0.0000,2.2810,2.2810,19,12,26,21,22,84.60
1819,100,0.0100,2.2866,2.2966,18,13,26,21,22,84.60
1820,100,0.0100,2.2866,2.2966,18,13,26,21,22,84.60
1821,100,0.0000,2.2830,2.2830,17,13,26,21,23,84.30
1822,100,0.0200,2.2842,2.3042,17,13,25,21,24,84.70
1823,100,0.0300,2.2951,2.3251,18,14,24,20,24,84.30
1824,100,0.0100,2.2993,2.3093,18,15,24,19,24,84.45
1825,100,0.0200,2.2993,2.3193,18,15,24,19,24,84.55
1826,100,0.0200,2.2987,2.3187,18,15,23,19,25,84.55
1827,100,0.0800,2.2961,2.3761,21,15,21,17,26,85.50
1828,100,0.0000,2.2924,2.2924,20,15,21,17,27,84.35
1829,100,0.0100,2.2963,2.3063,20,16,22,16,26,84.30
1830,100,0.0400,2.2957,2.3357,21,17,19,16,27,84.30
1831,100,0.0000,2.2957,2.2957,21,17,19,16,27,86.20
1832,100,0.0000,2.3001,2.3001,21,17,20,16,26,86.20
1833,100,0.0000,2.2874,2.2874,21,17,21,14,27,85.85
1834,100,0.0300,2.2896,2.3196,20,18,21,14,27,85.90
1835,100,0.0300,2.2896,2.3196,20,18,21,14,27,86.10
1836,100,0.0400,2.2897,2.3297,19,18,20,15,28,86.45
1837,100,0.0100,2.2991,2.3091,19,19,21,15,26,86.55
1838,100,0.0000,2.2991,2.2991,19,19,21,15,26,86.65
1839,100,0.0000,2.2991,2.2991,19,19,21,15,26,86.65
1840,100,0.0100,2.2948,2.3048,19,20,21,14,26,86.65
1841,100,0.0200,2.2987,2.3187,20,20,21,14,25,86.35
1842,100,0.0000,2.2987,2.2987,20,20,21,14,25,85.85
1843,100,0.0200,2.3013,2.3213,21,20,21,14,24,85.85
1844,100,0.0600,2.2932,2.3532,22,19,22,13,24,85.60
1845,100,0.0100,2.2946,2.3046,21,20,22,13,24,84.65
1846,100,0.0700,2.3109,2.3809,19,20,23,16,22,84.65
1847,100,0.0200,2.3122,2.3322,19,22,22,16,21,85.25
1848,100,0.0600,2.3160,2.3760,19,21,22,17,21,85.70
1849,100,0.0000,2.3125,2.3125,18,20,22,17,23,85.65
1850,100,0.0000,2.3089,2.3089,17,20,23,17,23,85.80
1851,100,0.0100,2.3083,2.3183,17,20,24,17,22,85.70
1852,100,0.0200,2.3055,2.3255,18,20,25,16,21,85.10
1853,100,0.0500,2.3139,2.3639,17,21,22,18,22,86.20
1854,100,0.0000,2.3074,2.3074,16,20,24,18,22,86.05
1855,100,0.0500,2.3120,2.3620,17,21,24,19,19,84.90
1856,100,0.0300,2.3128,2.3428,18,21,24,18,19,85.30
1857,100,0.0300,2.3128,2.3428,19,21,24,18,18,85.65
1858,100,0.0100,2.3141,2.3241,19,22,23,18,18,85.35
1859,100,0.0700,2.3205,2.3905,19,21,21,20,19,85.65
1860,100,0.0200,2.3205,2.3405,19,21,20,21,19,85.60
1861,100,0.0100,2.3205,2.3305,19,21,20,21,19,85.45
1862,100,0.0300,2.3169,2.3469,19,22,18,22,19,85.45
1863,100,0.0200,2.3163,2.3363,19,21,18,23,19,85.80
1864,100,0.0200,2.3128,2.3328,18,21,18,24,19,85.80
1865,100,0.0400,2.3163,2.3563,19,21,19,23,18,85.80
1866,100,0.0000,2.3163,2.3163,19,21,19,23,18,85.30
1867,100,0.0200,2.3183,2.3383,20,21,19,22,18,85.30
1868,100,0.0400,2.3123,2.3523,21,20,20,23,16,85.25
1869,100,0.0400,2.3136,2.3536,21,21,20,22,16,84.90
1870,100,0.0400,2.3153,2.3553,22,20,19,22,17,84.80
1871,100,0.0100,2.3122,2.3222,22,21,19,22,16,84.05
1872,100,0.0000,2.3089,2.3089,22,21,20,22,15,84.55
1873,100,0.0300,2.3089,2.3389,22,22,20,21,15,84.20
1874,100,0.0000,2.3136,2.3136,21,22,20,21,16,84.50
1875,100,0.0200,2.3096,2.3296,21,22,21,21,15,84.15
1876,100,0.0000,2.3136,2.3136,20,22,21,21,16,83.80
1877,100,0.0000,2.3168,2.3168,20,22,21,20,17,83.75
1878,100,0.0400,2.3139,2.3539,22,22,21,18,17,83.25
1879,100,0.0000,2.3139,2.3139,22,22,21,18,17,83.45
1880,100,0.0100,2.3094,2.3194,22,23,21,18,16,83.45
1881,100,0.0200,2.3051,2.3251,22,24,21,17,16,83.90
1882,100,0.0500,2.3007,2.3507,23,24,21,16,16,83.95
1883,100,0.0400,2.3004,2.3404,22,24,22,17,15,84.25
1884,100,0.0500,2.3010,2.3510,23,23,22,17,15,84.25
1885,100,0.0000,2.3010,2.3010,23,23,22,17,15,84.70
1886,100,0.0300,2.3004,2.3304,22,24,22,17,15,84.70
1887,100,0.0400,2.2977,2.3377,22,24,22,18,14,84.80
1888,100,0.0000,2.2977,2.2977,22,24,22,18,14,85.05
1889,100,0.0200,2.2932,2.3132,22,24,22,19,13,85.05
1890,100,0.0400,2.2874,2.3274,22,23,23,20,12,85.45
1891,100,0.0500,2.2861,2.3361,21,24,23,20,12,85.25
1892,100,0.0200,2.2867,2.3067,22,24,22,20,12,85.95
1893,100,0.0400,2.2861,2.3261,24,23,21,20,12,85.75
1894,100,0.0000,2.2861,2.2861,24,23,21,20,12,85.70
1895,100,0.0300,2.2848,2.3148,25,22,21,20,12,85.70
1896,100,0.0200,2.2765,2.2965,25,21,22,21,11,85.80
1897,100,0.0100,2.2765,2.2865,25,22,21,21,11,86.00
1898,100,0.0000,2.2848,2.2848,25,22,20,21,12,86.20
1899,100,0.0000,2.2848,2.2848,25,22,20,21,12,86.55
1900,100,0.0300,2.2796,2.3096,26,23,19,20,12,86.55
1901,100,0.0400,2.2773,2.3173,27,22,19,20,12,86.65
1902,100,0.0400,2.2787,2.3187,27,21,20,20,12,86.70
1903,100,0.0000,2.2895,2.2895,26,21,20,20,13,86.95
1904,100,0.0000,2.2956,2.2956,26,20,20,20,14,86.90
1905,100,0.0500,2.2911,2.3411,27,20,19,20,14,86.75
1906,100,0.0400,2.2934,2.3334,26,19,19,22,14,86.90
1907,100,0.0200,2.2973,2.3173,25,19,20,22,14,87.00
1908,100,0.0000,2.2958,2.2958,25,18,21,22,14,86.90
1909,100,0.0500,2.3020,2.3520,24,18,20,23,15,86.80
1910,100,0.0000,2.3020,2.3020,24,18,20,23,15,86.00
1911,100,0.0400,2.3013,2.3413,25,18,18,23,16,86.00
1912,100,0.0200,2.2959,2.3159,26,18,17,23,16,86.00
1913,100,0.0100,2.3005,2.3105,25,19,17,23,16,85.95
1914,100,0.0000,2.3021,2.3021,25,18,17,23,17,85.75
1915,100,0.0200,2.2959,2.3159,26,18,17,23,16,85.90
1916,100,0.0200,2.3021,2.3221,25,18,17,23,17,85.95
1917,100,0.0200,2.3058,2.3258,25,18,17,22,18,85.35
1918,100,0.0000,2.3120,2.3120,24,17,19,21,19,84.95
1919,100,0.0600,2.3062,2.3662,24,17,17,23,19,83.90
1920,100,0.0000,2.3062,2.3062,24,17,17,23,19,84.20
1921,100,0.0200,2.3098,2.3298,24,18,17,22,19,84.20
1922,100,0.0500,2.3105,2.3605,23,19,17,23,18,84.20
1923,100,0.0100,2.3169,2.3269,22,19,19,22,18,84.25
1924,100,0.0100,2.3212,2.3312,21,20,19,20,20,84.05
1925,100,0.0000,2.3219,2.3219,20,20,20,20,20,84.25
1926,100,0.0400,2.3219,2.3619,20,20,20,20,20,84.75
1927,100,0.0000,2.3219,2.3219,20,20,20,20,20,84.75
1928,100,0.0800,2.3190,2.3990,21,21,19,18,21,84.75
1929,100,0.0200,2.3205,2.3405,20,21,19,19,21,85.55
1930,100,0.0300,2.3183,2.3483,18,21,19,20,22,85.30
1931,100,0.0000,2.3183,2.3183,18,21,19,20,22,86.00
1932,100,0.0200,2.3168,2.3368,18,21,18,21,22,86.00
1933,100,0.0000,2.3155,2.3155,18,20,18,21,23,86.15
1934,100,0.0200,2.3163,2.3363,19,19,18,21,23,86.10
1935,100,0.0200,2.3135,2.3335,20,18,18,20,24,85.70
1936,100,0.0100,2.3127,2.3227,20,19,17,20,24,85.25
1937,100,0.0500,2.3056,2.3556,21,21,15,19,24,85.45
1938,100,0.0100,2.3049,2.3149,20,22,15,19,24,85.60
1939,100,0.0000,2.3133,2.3133,19,22,17,19,23,86.00
1940,100,0.0300,2.3177,2.3477,19,20,19,19,23,85.55
1941,100,0.0200,2.3170,2.3370,20,20,19,18,23,84.35
1942,100,0.0300,2.3163,2.3463,19,21,19,18,23,84.05
1943,100,0.0000,2.3170,2.3170,19,20,20,18,23,84.00
1944,100,0.0200,2.3170,2.3370,19,20,20,18,23,83.40
1945,100,0.0700,2.3183,2.3883,21,20,18,19,22,83.40
1946,100,0.0200,2.3183,2.3383,21,20,19,18,22,84.05
1947,100,0.0000,2.3183,2.3183,21,20,19,18,22,83.90
1948,100,0.0000,2.3147,2.3147,21,20,19,17,23,83.90
1949,100,0.0200,2.3129,2.3329,20,22,20,16,22,84.10
1950,100,0.0200,2.3153,2.3353,19,22,20,17,22,84.20
1951,100,0.0000,2.3153,2.3153,19,22,20,17,22,84.25
1952,100,0.0000,2.3153,2.3153,19,22,22,17,20,84.25
1953,100,0.0400,2.3183,2.3583,19,22,21,18,20,84.75
1954,100,0.0000,2.3183,2.3183,19,22,21,18,20,84.60
1955,100,0.0300,2.3170,2.3470,18,23,20,19,20,84.60
1956,100,0.0000,2.3147,2.3147,17,23,21,19,20,85.10
1957,100,0.0000,2.3147,2.3147,17,23,21,19,20,85.45
1958,100,0.0600,2.3155,2.3755,18,23,20,18,21,85.45
1959,100,0.0600,2.3183,2.3783,20,22,19,18,21,85.60
1960,100,0.0300,2.3190,2.3490,21,21,19,18,21,86.10
1961,100,0.0200,2.3190,2.3390,20,20,20,18,22,86.50
1962,100,0.0200,2.3197,2.3397,21,20,20,18,21,86.00
1963,100,0.0200,2.3183,2.3383,20,19,21,18,22,86.05
1964,100,0.0000,2.3183,2.3183,20,19,21,18,22,85.80
1965,100,0.0400,2.3169,2.3569,22,19,19,18,22,85.80
1966,100,0.0000,2.3169,2.3169,22,19,19,18,22,85.10
1967,100,0.0300,2.3169,2.3469,22,19,18,19,22,85.10
1968,100,0.0000,2.3169,2.3169,22,19,18,19,22,84.95
1969,100,0.0000,2.3191,2.3191,22,19,19,19,21,84.95
1970,100,0.0100,2.3191,2.3291,22,19,19,19,21,84.90
1971,100,0.0300,2.3183,2.3483,22,20,18,19,21,84.90
1972,100,0.0000,2.3161,2.3161,22,20,18,18,22,85.50
1973,100,0.0300,2.3139,2.3439,22,21,17,18,22,85.70
1974,100,0.0200,2.3089,2.3289,23,20,17,17,23,85.90
1975,100,0.0400,2.3005,2.3405,25,19,17,16,23,85.40
1976,100,0.0500,2.3089,2.3589,23,20,17,17,23,85.70
1977,100,0.0000,2.3038,2.3038,23,20,16,17,24,85.40
1978,100,0.0200,2.3004,2.3204,22,22,17,15,24,85.15
1979,100,0.0200,2.3094,2.3294,21,22,18,16,23,85.20
1980,100,0.0000,2.3122,2.3122,21,22,19,16,22,84.75
1981,100,0.0000,2.3068,2.3068,21,22,19,15,23,84.40
1982,100,0.0200,2.3068,2.3268,21,22,19,15,23,84.30
1983,100,0.0300,2.3055,2.3355,20,23,19,15,23,84.30
1984,100,0.0000,2.3076,2.3076,20,23,20,15,22,84.40
1985,100,0.0200,2.3082,2.3282,21,23,20,15,21,84.95
1986,100,0.0200,2.3109,2.3309,19,23,20,16,22,85.00
1987,100,0.0000,2.3056,2.3056,19,21,21,15,24,84.15
1988,100,0.0000,2.3015,2.3015,18,21,21,15,25,83.70
1989,100,0.0400,2.3090,2.3490,17,21,21,17,24,83.95
1990,100,0.0600,2.3007,2.3607,16,24,21,16,23,82.90
1991,100,0.0600,2.3090,2.3690,17,24,21,17,21,83.50
1992,100,0.0100,2.2994,2.3094,16,25,22,16,21,83.55
1993,100,0.0000,2.2941,2.2941,15,25,23,16,21,83.85
1994,100,0.0500,2.2922,2.3422,15,26,22,16,21,84.05
1995,100,0.0200,2.2922,2.3122,15,26,22,16,21,84.25
1996,100,0.0000,2.2909,2.2909,15,26,23,16,20,84.25
1997,100,0.0400,2.2909,2.3309,16,26,23,15,20,84.50
1998,100,0.0500,2.2846,2.3346,17,27,23,14,19,84.45
1999,100,0.0500,2.2918,2.3418,18,27,22,15,18,84.80
