tick,alive,gamma,H,gamma_plus_H,sp0,sp1,sp2,sp3,sp4,total_fitness
1223,100,0.0100,2.2963,2.3063,20,16,22,16,26,82.60
1224,100,0.0100,2.3026,2.3126,20,17,22,16,25,82.25
1225,100,0.0600,2.2884,2.3484,23,16,22,14,25,82.10
1226,100,0.0300,2.2884,2.3184,23,16,22,14,25,82.15
1227,100,0.0100,2.2928,2.3028,22,17,22,14,25,82.15
1228,100,0.0000,2.2928,2.2928,22,17,22,14,25,82.55
1229,100,0.0000,2.2904,2.2904,21,17,22,14,26,82.55
1230,100,0.0100,2.2934,2.3034,21,18,21,14,26,82.50
1231,100,0.0200,2.2961,2.3161,21,17,21,15,26,82.70
1232,100,0.0300,2.2985,2.3285,22,17,21,15,25,82.25
1233,100,0.0400,2.3001,2.3401,21,17,20,16,26,81.65
1234,100,0.0400,2.2963,2.3363,22,16,20,16,26,81.75
1235,100,0.0000,2.2922,2.2922,21,15,22,16,26,82.00
1236,100,0.0000,2.2922,2.2922,21,15,22,16,26,81.20
1237,100,0.0000,2.2922,2.2922,21,15,22,16,26,81.20
1238,100,0.0600,2.3001,2.3601,21,16,20,17,26,81.20
1239,100,0.0400,2.2983,2.3383,21,15,20,18,26,81.95
1240,100,0.0300,2.3070,2.3370,20,16,20,19,25,81.80
1241,100,0.0000,2.3070,2.3070,20,16,20,19,25,82.70
1242,100,0.0600,2.3116,2.3716,21,16,19,21,23,82.70
1243,100,0.0100,2.3087,2.3187,18,17,20,20,25,83.15
1244,100,0.0400,2.3120,2.3520,19,17,19,21,24,83.80
1245,100,0.0300,2.3112,2.3412,18,17,20,21,24,84.30
1246,100,0.0200,2.3017,2.3217,18,16,19,21,26,83.90
1247,100,0.0200,2.2965,2.3165,18,16,18,21,27,83.30
1248,100,0.0200,2.2900,2.3100,17,16,18,21,28,83.35
1249,100,0.0000,2.2829,2.2829,17,16,17,21,29,83.60
1250,100,0.0300,2.2792,2.3092,18,16,17,19,30,83.85
1251,100,0.0500,2.2861,2.3361,17,17,17,20,29,83.05
1252,100,0.0200,2.2829,2.3029,17,16,17,21,29,82.85
1253,100,0.0300,2.3048,2.3348,17,19,18,20,26,82.70
1254,100,0.0200,2.3017,2.3217,16,19,18,21,26,83.55
1255,100,0.0000,2.3017,2.3017,16,19,18,21,26,84.00
1256,100,0.0200,2.2987,2.3187,16,19,17,22,26,84.00
1257,100,0.0100,2.2987,2.3087,16,19,17,22,26,84.10
1258,100,0.0200,2.2910,2.3110,17,19,15,22,27,84.10
1259,100,0.0400,2.2910,2.3310,17,19,15,22,27,84.25
1260,100,0.0400,2.2988,2.3388,17,19,17,20,27,84.25
1261,100,0.0200,2.3064,2.3264,18,19,18,19,26,84.60
1262,100,0.0700,2.3102,2.3802,19,18,18,20,25,83.45
1263,100,0.0000,2.3102,2.3102,19,18,18,20,25,83.35
1264,100,0.0700,2.3143,2.3843,19,19,18,20,24,83.35
1265,100,0.0200,2.3143,2.3343,19,19,18,20,24,84.50
1266,100,0.0200,2.3177,2.3377,20,19,19,19,23,84.50
1267,100,0.0000,2.3177,2.3177,20,19,19,19,23,84.10
1268,100,0.0500,2.3183,2.3683,22,20,18,19,21,84.10
1269,100,0.0000,2.3183,2.3183,22,20,18,19,21,84.60
1270,100,0.0200,2.3155,2.3355,23,20,18,18,21,84.60
1271,100,0.0000,2.3163,2.3163,23,19,19,18,21,84.65
1272,100,0.0100,2.3160,2.3260,22,19,21,17,21,84.15
1273,100,0.0100,2.3174,2.3274,21,20,21,17,21,84.35
1274,100,0.0000,2.3168,2.3168,21,20,20,17,22,84.00
1275,100,0.0200,2.3168,2.3368,22,20,20,17,21,84.35
1276,100,0.0500,2.3212,2.3712,21,20,20,19,20,84.40
1277,100,0.0200,2.3205,2.3405,21,19,20,19,21,84.20
1278,100,0.0500,2.3205,2.3705,21,19,19,21,20,83.65
1279,100,0.0100,2.3197,2.3297,21,18,21,20,20,83.10
1280,100,0.0000,2.3197,2.3197,21,18,21,20,20,82.35
1281,100,0.0000,2.3174,2.3174,21,17,21,20,21,82.35
1282,100,0.0700,2.3197,2.3897,20,18,20,21,21,81.90
1283,100,0.0000,2.3197,2.3197,20,18,20,21,21,82.75
1284,100,0.0200,2.3168,2.3368,20,17,20,22,21,82.75
1285,100,0.0500,2.3153,2.3653,22,17,19,22,20,82.80
1286,100,0.0000,2.3153,2.3153,22,17,19,22,20,82.95
1287,100,0.0000,2.3153,2.3153,22,17,19,22,20,82.95
1288,100,0.0700,2.3096,2.3796,24,16,19,21,20,82.95
1289,100,0.0400,2.3076,2.3476,23,15,20,22,20,82.75
1290,100,0.0400,2.3026,2.3426,22,14,21,23,20,82.80
1291,100,0.0200,2.2867,2.3067,22,12,24,22,20,81.50
1292,100,0.0200,2.2777,2.2977,21,11,24,23,21,80.60
1293,100,0.0400,2.2790,2.3190,23,11,23,22,21,80.75
1294,100,0.0000,2.2790,2.2790,23,11,23,22,21,80.20
1295,100,0.0000,2.2790,2.2790,22,11,23,21,23,80.20
1296,100,0.0200,2.2687,2.2887,22,10,23,22,23,80.40
1297,100,0.0100,2.2790,2.2890,22,11,23,21,23,80.10
1298,100,0.0300,2.2777,2.3077,21,11,24,21,23,79.95
1299,100,0.0200,2.2674,2.2874,21,10,24,22,23,79.30
1300,100,0.0200,2.2661,2.2861,21,10,24,21,24,79.05
1301,100,0.0400,2.2674,2.3074,23,10,22,21,24,78.25
1302,100,0.0200,2.2687,2.2887,23,10,22,22,23,79.90
1303,100,0.0000,2.2687,2.2687,23,10,22,22,23,80.30
1304,100,0.0400,2.2894,2.3294,22,12,22,22,22,80.30
1305,100,0.0200,2.2887,2.3087,22,12,21,23,22,81.20
1306,100,0.0200,2.2861,2.3061,21,12,20,24,23,81.60
1307,100,0.0500,2.2899,2.3399,20,13,19,25,23,82.00
1308,100,0.0200,2.2881,2.3081,19,13,20,26,22,82.20
1309,100,0.0300,2.2882,2.3182,18,14,19,27,22,81.85
1310,100,0.0000,2.2882,2.2882,18,14,19,27,22,82.30
1311,100,0.0000,2.2829,2.2829,18,13,20,27,22,82.30
1312,100,0.0000,2.2829,2.2829,18,13,20,27,22,82.15
1313,100,0.0500,2.2881,2.3381,19,13,20,26,22,82.15
1314,100,0.0200,2.2881,2.3081,20,13,19,26,22,82.60
1315,100,0.0200,2.2920,2.3120,20,13,20,25,22,82.70
1316,100,0.0200,2.2932,2.3132,19,13,22,24,22,82.55
1317,100,0.0000,2.2932,2.2932,19,13,22,24,22,82.05
1318,100,0.0000,2.2932,2.2932,19,13,22,24,22,82.05
1319,100,0.0000,2.2932,2.2932,19,13,22,24,22,82.05
1320,100,0.0000,2.2932,2.2932,19,13,22,24,22,82.05
1321,100,0.0200,2.2847,2.3047,19,12,24,23,22,82.05
1322,100,0.0200,2.2834,2.3034,19,12,24,24,21,82.30
1323,100,0.0400,2.2808,2.3208,19,12,24,25,20,82.65
1324,100,0.0400,2.2927,2.3327,18,14,22,26,20,82.45
1325,100,0.0000,2.2927,2.2927,18,14,22,26,20,82.80
1326,100,0.0200,2.2793,2.2993,17,13,23,27,20,82.80
1327,100,0.0000,2.2766,2.2766,17,13,24,27,19,82.30
1328,100,0.0500,2.2746,2.3246,17,14,24,28,17,82.85
1329,100,0.0000,2.2789,2.2789,17,14,23,28,18,83.30
1330,100,0.0200,2.2743,2.2943,17,13,23,28,19,83.35
1331,100,0.0500,2.2751,2.3251,18,13,23,28,18,82.90
1332,100,0.0200,2.2837,2.3037,19,13,22,27,19,82.35
1333,100,0.0500,2.2927,2.3427,20,14,22,26,18,83.15
1334,100,0.0100,2.2969,2.3069,19,15,22,26,18,82.95
1335,100,0.0000,2.2991,2.2991,19,15,21,26,19,83.45
1336,100,0.0000,2.2969,2.2969,19,15,22,26,18,83.80
1337,100,0.0200,2.2969,2.3169,18,15,22,26,19,84.05
1338,100,0.0100,2.3008,2.3108,18,15,22,25,20,84.00
1339,100,0.0500,2.2935,2.3435,17,16,22,27,18,83.95
1340,100,0.0500,2.3041,2.3541,19,16,22,25,18,84.05
1341,100,0.0400,2.2969,2.3369,19,15,22,26,18,84.65
1342,100,0.0200,2.2933,2.3133,19,15,23,26,17,84.50
1343,100,0.0100,2.2869,2.2969,19,14,25,25,17,84.15
1344,100,0.0200,2.2952,2.3152,19,14,25,23,19,83.55
1345,100,0.0400,2.2918,2.3318,19,14,25,24,18,83.95
1346,100,0.0100,2.2953,2.3053,18,15,25,24,18,83.30
1347,100,0.0100,2.2839,2.2939,17,15,27,24,17,83.70
1348,100,0.0000,2.2812,2.2812,17,14,27,24,18,82.95
1349,100,0.0100,2.2882,2.2982,16,15,26,24,19,82.55
1350,100,0.0400,2.2942,2.3342,16,16,26,23,19,82.50
1351,100,0.0200,2.2795,2.2995,14,16,27,24,19,82.80
1352,100,0.0000,2.2795,2.2795,14,16,27,24,19,82.45
1353,100,0.0200,2.2795,2.2995,14,16,27,24,19,82.45
1354,100,0.0500,2.2763,2.3263,14,17,27,25,17,82.45
1355,100,0.0200,2.2539,2.2739,14,15,29,26,16,82.35
1356,100,0.0500,2.2539,2.3039,14,16,29,26,15,82.25
1357,100,0.0000,2.2539,2.2539,14,16,29,26,15,83.20
1358,100,0.0000,2.2539,2.2539,14,16,29,26,15,83.20
1359,100,0.0100,2.2520,2.2620,14,17,29,26,14,83.20
1360,100,0.0100,2.2520,2.2620,14,17,29,26,14,83.65
1361,100,0.0200,2.2636,2.2836,15,16,28,26,15,83.65
1362,100,0.0200,2.2708,2.2908,15,16,28,25,16,83.60
1363,100,0.0500,2.2787,2.3287,15,16,26,26,17,83.50
1364,100,0.0400,2.2823,2.3223,14,18,26,25,17,82.85
1365,100,0.0100,2.2863,2.2963,14,19,26,24,17,82.80
1366,100,0.0100,2.2890,2.2990,14,20,26,23,17,82.80
1367,100,0.0000,2.2867,2.2867,14,20,27,22,17,82.95
1368,100,0.0000,2.2867,2.2867,14,20,27,22,17,83.10
1369,100,0.0000,2.2867,2.2867,14,20,27,22,17,83.10
1370,100,0.0800,2.2934,2.3734,14,21,26,21,18,83.10
1371,100,0.0500,2.2866,2.3366,14,22,26,22,16,82.35
1372,100,0.0200,2.2812,2.3012,14,22,26,23,15,82.50
1373,100,0.0000,2.2822,2.2822,14,20,27,23,16,82.50
1374,100,0.0200,2.2762,2.2962,14,20,27,24,15,81.80
1375,100,0.0100,2.2799,2.2899,14,21,26,24,15,82.20
1376,100,0.0000,2.2839,2.2839,14,20,26,24,16,82.45
1377,100,0.0000,2.2839,2.2839,14,20,26,24,16,82.25
1378,100,0.0200,2.2882,2.3082,15,19,26,24,16,82.25
1379,100,0.0000,2.2882,2.2882,15,19,26,24,16,81.80
1380,100,0.0000,2.2882,2.2882,15,19,26,24,16,81.80
1381,100,0.0200,2.2942,2.3142,16,19,26,23,16,81.80
1382,100,0.0600,2.3038,2.3638,17,20,24,23,16,82.30
1383,100,0.0300,2.3026,2.3326,17,20,25,22,16,83.30
1384,100,0.0200,2.3001,2.3201,17,20,26,21,16,83.25
1385,100,0.0400,2.3005,2.3405,17,19,25,23,16,82.80
1386,100,0.0100,2.3083,2.3183,17,20,24,22,17,83.40
1387,100,0.0300,2.3125,2.3425,18,20,23,22,17,83.70
1388,100,0.0300,2.3094,2.3394,18,21,23,22,16,84.40
1389,100,0.0400,2.3147,2.3547,19,20,21,23,17,84.70
1390,100,0.0000,2.3088,2.3088,19,19,23,23,16,84.50
1391,100,0.0000,2.3088,2.3088,19,19,23,23,16,84.00
1392,100,0.0000,2.3088,2.3088,19,19,23,23,16,84.00
1393,100,0.0100,2.3125,2.3225,18,20,22,23,17,84.00
1394,100,0.0000,2.3125,2.3125,18,20,23,22,17,84.30
1395,100,0.0500,2.3094,2.3594,16,23,22,21,18,84.45
1396,100,0.0400,2.3090,2.3490,17,24,21,21,17,83.90
1397,100,0.0100,2.3026,2.3126,16,25,22,20,17,84.15
1398,100,0.0600,2.3090,2.3690,17,24,21,21,17,84.85
1399,100,0.0100,2.3050,2.3150,17,25,22,19,17,85.20
1400,100,0.0000,2.3005,2.3005,16,25,23,19,17,85.10
1401,100,0.0200,2.3005,2.3205,16,25,23,19,17,85.00
1402,100,0.0100,2.2959,2.3059,16,26,23,18,17,85.00
1403,100,0.0000,2.2959,2.2959,16,26,23,18,17,85.45
1404,100,0.0000,2.2959,2.2959,16,26,23,18,17,85.45
1405,100,0.0200,2.2899,2.3099,15,26,24,18,17,85.45
1406,100,0.0000,2.2871,2.2871,14,26,24,18,18,85.65
1407,100,0.0000,2.2877,2.2877,14,25,25,18,18,85.60
1408,100,0.0000,2.2877,2.2877,14,25,25,18,18,85.55
1409,100,0.0600,2.2902,2.3502,14,25,24,20,17,85.55
1410,100,0.0300,2.2978,2.3278,15,24,24,20,17,86.00
1411,100,0.0200,2.3080,2.3280,16,23,23,20,18,85.60
1412,100,0.0000,2.3080,2.3080,16,23,23,20,18,85.20
1413,100,0.0200,2.3089,2.3289,17,23,23,20,17,85.20
1414,100,0.0100,2.3089,2.3189,17,23,23,20,17,85.25
1415,100,0.0200,2.3125,2.3325,17,23,22,20,18,85.25
1416,100,0.0200,2.3068,2.3268,15,23,22,21,19,86.20
1417,100,0.0200,2.3094,2.3294,16,23,22,21,18,86.20
1418,100,0.0200,2.3047,2.3247,15,23,22,22,18,86.55
1419,100,0.0200,2.3047,2.3247,15,22,22,23,18,86.30
1420,100,0.0600,2.3008,2.3608,15,20,22,25,18,86.35
1421,100,0.0000,2.3008,2.3008,15,20,22,25,18,86.30
1422,100,0.0200,2.2927,2.3127,14,20,22,26,18,86.30
1423,100,0.0000,2.2863,2.2863,14,19,24,26,17,86.65
1424,100,0.0500,2.2716,2.3216,12,20,22,28,18,85.75
1425,100,0.0100,2.2744,2.2844,12,20,23,27,18,85.20
1426,100,0.0300,2.2609,2.2909,10,22,23,26,19,85.05
1427,100,0.0200,2.2600,2.2800,10,22,21,27,20,85.35
1428,100,0.0000,2.2600,2.2600,10,22,20,27,21,85.55
1429,100,0.0000,2.2600,2.2600,10,22,20,27,21,85.90
1430,100,0.0000,2.2600,2.2600,10,22,20,27,21,85.90
1431,100,0.0200,2.2560,2.2760,10,24,20,27,19,85.90
1432,100,0.0000,2.2621,2.2621,10,24,22,25,19,86.00
1433,100,0.0400,2.2738,2.3138,11,23,22,25,19,85.40
1434,100,0.0300,2.2609,2.2909,10,23,22,26,19,85.60
1435,100,0.0000,2.2609,2.2609,10,23,22,26,19,86.10
1436,100,0.0200,2.2586,2.2786,10,22,22,27,19,86.10
1437,100,0.0000,2.2579,2.2579,10,21,23,27,19,85.75
1438,100,0.0100,2.2479,2.2579,9,22,24,26,19,85.45
1439,100,0.0200,2.2493,2.2693,9,21,24,26,20,85.55
1440,100,0.0400,2.2493,2.2893,9,21,24,26,20,85.60
1441,100,0.0200,2.2493,2.2693,9,21,24,26,20,85.60
1442,100,0.0200,2.2513,2.2713,9,21,23,26,21,85.60
1443,100,0.0200,2.2624,2.2824,10,20,23,26,21,85.35
1444,100,0.0700,2.2725,2.3425,11,21,24,25,19,85.15
1445,100,0.0000,2.2758,2.2758,11,21,24,24,20,85.30
1446,100,0.0000,2.2758,2.2758,11,21,24,24,20,85.30
1447,100,0.0200,2.2752,2.2952,11,21,23,25,20,85.30
1448,100,0.0000,2.2758,2.2758,11,20,24,24,21,85.75
1449,100,0.0000,2.2654,2.2654,10,20,24,24,22,85.55
1450,100,0.0000,2.2654,2.2654,10,20,24,24,22,86.00
1451,100,0.0200,2.2621,2.2821,10,19,24,25,22,86.00
1452,100,0.0000,2.2621,2.2621,10,19,24,25,22,85.95
1453,100,0.0700,2.2703,2.3403,11,20,21,27,21,85.95
1454,100,0.0000,2.2703,2.2703,11,20,21,27,21,86.00
1455,100,0.0200,2.2824,2.3024,12,20,21,26,21,86.00
1456,100,0.0300,2.2817,2.3117,12,20,22,26,20,85.65
1457,100,0.0400,2.2920,2.3320,13,20,22,25,20,85.20
1458,100,0.0400,2.2703,2.3103,11,20,21,27,21,84.85
1459,100,0.0100,2.2740,2.2840,11,21,21,26,21,84.45
1460,100,0.0200,2.2810,2.3010,12,19,21,26,22,84.80
1461,100,0.0100,2.2810,2.2910,12,19,21,26,22,84.55
1462,100,0.0000,2.2796,2.2796,12,19,20,26,23,84.55
1463,100,0.0000,2.2796,2.2796,12,19,20,26,23,84.90
1464,100,0.0000,2.2782,2.2782,12,18,21,26,23,84.90
1465,100,0.0100,2.2782,2.2882,12,18,21,26,23,84.40
1466,100,0.0200,2.2768,2.2968,12,18,20,25,25,84.40
1467,100,0.0000,2.2768,2.2768,12,18,20,25,25,84.40
1468,100,0.0200,2.2752,2.2952,11,20,21,23,25,84.40
1469,100,0.0600,2.2847,2.3447,12,19,22,24,23,84.85
1470,100,0.0500,2.2925,2.3425,13,19,21,24,23,84.50
1471,100,0.0200,2.2834,2.3034,12,19,21,24,24,84.90
1472,100,0.0200,2.2828,2.3028,12,19,21,23,25,85.15
1473,100,0.0000,2.2810,2.2810,12,19,21,22,26,85.35
1474,100,0.0200,2.2739,2.2939,12,17,24,21,26,84.95
1475,100,0.0400,2.2764,2.3164,12,17,24,22,25,84.45
1476,100,0.0200,2.2855,2.3055,13,17,23,22,25,85.20
1477,100,0.0500,2.3034,2.3534,15,18,22,21,24,85.60
1478,100,0.0200,2.3034,2.3234,15,18,22,21,24,85.25
1479,100,0.0500,2.3039,2.3539,14,21,22,21,22,85.25
1480,100,0.0500,2.3032,2.3532,14,23,21,21,21,85.80
1481,100,0.0000,2.3032,2.3032,14,23,21,21,21,86.35
1482,100,0.0200,2.3096,2.3296,15,21,21,21,22,86.35
1483,100,0.0400,2.3082,2.3482,15,21,20,23,21,86.10
1484,100,0.0400,2.3123,2.3523,16,23,20,21,20,86.05
1485,100,0.0000,2.3123,2.3123,16,23,20,21,20,86.15
1486,100,0.0200,2.3122,2.3322,16,22,21,22,19,86.15
1487,100,0.0400,2.3190,2.3590,18,21,21,21,19,85.75
1488,100,0.0000,2.3190,2.3190,18,21,21,21,19,85.50
1489,100,0.0000,2.3197,2.3197,18,20,21,21,20,85.50
1490,100,0.0400,2.3153,2.3553,17,19,22,22,20,85.30
1491,100,0.0000,2.3160,2.3160,17,19,22,21,21,85.15
1492,100,0.0000,2.3132,2.3132,17,18,23,21,21,84.80
1493,100,0.0200,2.3155,2.3355,18,18,23,20,21,84.60
1494,100,0.0300,2.3105,2.3405,18,19,23,17,23,84.00
1495,100,0.0000,2.3062,2.3062,17,19,24,17,23,84.30
1496,100,0.0000,2.3011,2.3011,17,19,24,16,24,84.50
1497,100,0.0200,2.3054,2.3254,18,19,23,16,24,84.40
1498,100,0.0000,2.3054,2.3054,18,19,23,16,24,83.90
1499,100,0.0500,2.3062,2.3562,17,19,23,17,24,83.90
1500,100,0.0500,2.3082,2.3582,19,19,22,16,24,84.25
1501,100,0.0100,2.3055,2.3155,18,20,21,16,25,84.50
1502,100,0.0200,2.2983,2.3183,18,20,21,15,26,84.65
1503,100,0.0000,2.2983,2.2983,18,20,21,15,26,84.85
1504,100,0.0000,2.2983,2.2983,18,20,21,15,26,84.85
1505,100,0.0300,2.2998,2.3298,19,20,20,15,26,84.85
1506,100,0.0000,2.2911,2.2911,19,20,20,14,27,84.90
1507,100,0.0000,2.2911,2.2911,19,20,20,14,27,85.25
1508,100,0.0200,2.2911,2.3111,20,19,20,14,27,85.25
1509,100,0.0200,2.2911,2.3111,20,19,20,14,27,85.10
1510,100,0.0400,2.2998,2.3398,20,19,20,15,26,86.00
1511,100,0.0000,2.2998,2.2998,20,19,20,15,26,86.95
1512,100,0.0900,2.3008,2.3908,22,20,18,15,25,86.95
1513,100,0.0000,2.3008,2.3008,22,20,18,15,25,86.95
1514,100,0.0200,2.3008,2.3208,20,22,18,15,25,86.95
1515,100,0.0200,2.2924,2.3124,21,20,17,15,27,86.80
1516,100,0.0000,2.2924,2.2924,21,20,17,15,27,86.30
1517,100,0.0200,2.2885,2.3085,22,20,16,15,27,86.30
1518,100,0.0000,2.2954,2.2954,22,20,17,15,26,85.95
1519,100,0.0000,2.2954,2.2954,22,20,17,15,26,85.90
1520,100,0.0700,2.2893,2.3593,22,23,15,15,25,85.90
1521,100,0.0200,2.2959,2.3159,22,23,15,16,24,85.95
1522,100,0.0400,2.2959,2.3359,24,22,15,16,23,85.45
1523,100,0.0200,2.2959,2.3159,24,22,15,16,23,85.70
1524,100,0.0200,2.2998,2.3198,24,21,15,17,23,85.70
1525,100,0.0000,2.2998,2.2998,24,21,15,17,23,85.75
1526,100,0.0200,2.2970,2.3170,24,21,14,18,23,85.75
1527,100,0.0200,2.3020,2.3220,24,20,15,18,23,85.45
1528,100,0.0300,2.3020,2.3320,23,20,15,18,24,85.85
1529,100,0.0200,2.3028,2.3228,23,19,15,19,24,85.60
1530,100,0.0200,2.3055,2.3255,23,19,15,20,23,85.25
1531,100,0.0200,2.3068,2.3268,23,19,15,21,22,85.05
1532,100,0.0200,2.3076,2.3276,23,20,15,20,22,85.15
1533,100,0.0000,2.3076,2.3076,23,20,15,20,22,84.90
1534,100,0.0100,2.3005,2.3105,23,21,14,19,23,84.90
1535,100,0.0100,2.3012,2.3112,22,22,14,19,23,85.50
1536,100,0.0000,2.3056,2.3056,21,21,15,19,24,85.60
1537,100,0.0000,2.3056,2.3056,21,21,15,19,24,85.15
1538,100,0.0000,2.3030,2.3030,21,20,15,19,25,85.15
1539,100,0.0500,2.2945,2.3445,23,20,14,18,25,85.10
1540,100,0.0000,2.2906,2.2906,23,19,14,18,26,85.60
1541,100,0.0200,2.2826,2.3026,24,19,13,18,26,85.45
1542,100,0.0000,2.2906,2.2906,23,19,14,18,26,85.65
1543,100,0.0000,2.2846,2.2846,23,19,14,17,27,85.55
1544,100,0.0200,2.2846,2.3046,23,19,14,17,27,85.60
1545,100,0.0100,2.2793,2.2893,23,20,13,17,27,85.60
1546,100,0.0200,2.2766,2.2966,24,19,13,17,27,86.10
1547,100,0.0200,2.2777,2.2977,25,19,13,17,26,85.70
1548,100,0.0200,2.2652,2.2852,24,19,12,17,28,85.45
1549,100,0.0300,2.2692,2.2992,24,19,13,16,28,85.45
1550,100,0.0000,2.2712,2.2712,24,19,14,15,28,85.55
1551,100,0.0100,2.2739,2.2839,23,20,14,15,28,85.40
1552,100,0.0000,2.2782,2.2782,23,19,15,15,28,85.45
1553,100,0.0200,2.2748,2.2948,22,19,15,15,29,84.95
1554,100,0.0300,2.2803,2.3103,22,20,15,15,28,84.80
1555,100,0.0200,2.2885,2.3085,22,20,16,15,27,85.10
1556,100,0.0300,2.2762,2.3062,23,21,16,13,27,84.70
1557,100,0.0200,2.2830,2.3030,23,21,17,13,26,85.50
1558,100,0.0000,2.2830,2.2830,23,21,17,13,26,84.85
1559,100,0.0100,2.2728,2.2828,22,22,17,12,27,84.85
1560,100,0.0000,2.2728,2.2728,22,22,17,12,27,84.25
1561,100,0.0200,2.2806,2.3006,21,22,17,13,27,84.25
1562,100,0.0000,2.2866,2.2866,21,22,18,13,26,84.00
1563,100,0.0000,2.2758,2.2758,21,22,18,12,27,84.25
1564,100,0.0200,2.2888,2.3088,21,21,19,13,26,84.45
1565,100,0.0500,2.2851,2.3351,20,21,19,13,27,84.05
1566,100,0.0200,2.2851,2.3051,20,21,19,13,27,84.35
1567,100,0.0100,2.2829,2.2929,20,22,18,13,27,84.35
1568,100,0.0200,2.2817,2.3017,19,22,17,14,28,84.75
1569,100,0.0300,2.2933,2.3233,19,23,17,15,26,83.85
1570,100,0.0300,2.2839,2.3139,20,24,16,14,26,84.30
1571,100,0.0700,2.2799,2.3499,21,24,14,15,26,84.15
1572,100,0.0200,2.2799,2.2999,21,24,14,15,26,85.00
1573,100,0.0000,2.2869,2.2869,21,23,15,15,26,85.00
1574,100,0.0300,2.2799,2.3099,21,24,15,14,26,85.10
1575,100,0.0900,2.2773,2.3673,20,25,15,14,26,85.35
1576,100,0.0200,2.2805,2.3005,21,25,15,14,25,85.35
1577,100,0.0200,2.2812,2.3012,22,23,15,14,26,85.40
1578,100,0.0000,2.2792,2.2792,22,23,16,13,26,84.95
1579,100,0.0100,2.2701,2.2801,22,24,16,12,26,85.10
1580,100,0.0000,2.2764,2.2764,22,24,17,12,25,85.30
1581,100,0.0000,2.2764,2.2764,22,24,17,12,25,85.25
1582,100,0.0400,2.2913,2.3313,22,21,19,13,25,85.25
1583,100,0.0300,2.2891,2.3191,22,22,18,13,25,84.80
1584,100,0.0200,2.2891,2.3091,22,22,18,13,25,84.90
1585,100,0.0200,2.2973,2.3173,20,22,19,14,25,84.90
1586,100,0.0200,2.2913,2.3113,21,22,19,13,25,85.15
1587,100,0.0000,2.2927,2.2927,21,21,20,13,25,85.10
1588,100,0.0200,2.2920,2.3120,22,20,20,13,25,84.60
1589,100,0.0000,2.2920,2.2920,22,20,20,13,25,84.25
1590,100,0.0400,2.2965,2.3365,21,22,21,13,23,84.25
1591,100,0.0200,2.3026,2.3226,21,22,20,14,23,83.60
1592,100,0.0000,2.3026,2.3026,21,22,20,14,23,84.25
1593,100,0.0600,2.3012,2.3612,22,22,19,14,23,84.25
1594,100,0.0200,2.3012,2.3212,23,22,19,14,22,84.25
1595,100,0.0200,2.2977,2.3177,24,22,18,14,22,84.30
1596,100,0.0200,2.2891,2.3091,25,22,18,13,22,84.55
1597,100,0.0100,2.2891,2.2991,25,22,18,13,22,84.00
1598,100,0.0200,2.2830,2.3030,26,21,17,13,23,84.00
1599,100,0.0200,2.2830,2.3030,26,21,17,13,23,84.05
1600,100,0.0000,2.2842,2.2842,25,21,17,13,24,84.05
1601,100,0.0200,2.2830,2.3030,26,21,17,13,23,84.30
1602,100,0.0200,2.2806,2.3006,27,21,17,13,22,84.35
1603,100,0.0000,2.2806,2.2806,27,21,17,13,22,84.70
1604,100,0.0200,2.2707,2.2907,26,23,16,12,23,84.70
1605,100,0.0200,2.2683,2.2883,27,23,16,12,22,85.00
1606,100,0.0200,2.2752,2.2952,26,23,17,12,22,84.90
1607,100,0.0000,2.2752,2.2752,26,23,17,12,22,84.30
1608,100,0.0000,2.2770,2.2770,25,23,17,12,23,84.30
1609,100,0.0000,2.2806,2.2806,25,22,18,12,23,84.25
1610,100,0.0000,2.2806,2.2806,25,22,18,12,23,83.85
1611,100,0.0500,2.2970,2.3470,24,23,18,14,21,83.85
1612,100,0.0200,2.3068,2.3268,23,22,19,15,21,84.55
1613,100,0.0400,2.3049,2.3449,24,22,19,15,20,84.20
1614,100,0.0300,2.3020,2.3320,24,23,18,15,20,84.05
1615,100,0.0100,2.3055,2.3155,23,23,19,15,20,84.80
1616,100,0.0000,2.3055,2.3055,23,23,19,15,20,84.20
1617,100,0.0300,2.3136,2.3436,21,22,21,16,20,84.20
1618,100,0.0600,2.3160,2.3760,22,21,21,17,19,84.75
1619,100,0.0400,2.3170,2.3570,20,23,20,18,19,84.45
1620,100,0.0000,2.3170,2.3170,19,23,20,18,20,85.35
1621,100,0.0600,2.3190,2.3790,20,22,20,18,20,85.60
1622,100,0.0100,2.3170,2.3270,19,23,20,18,20,85.10
1623,100,0.0200,2.3190,2.3390,20,22,20,18,20,85.60
1624,100,0.0000,2.3197,2.3197,20,21,21,18,20,85.50
1625,100,0.0200,2.3205,2.3405,19,21,21,19,20,85.15
1626,100,0.0200,2.3212,2.3412,19,20,21,20,20,84.90
1627,100,0.0000,2.3212,2.3212,19,20,21,20,20,84.45
1628,100,0.0100,2.3212,2.3312,19,21,20,20,20,84.45
1629,100,0.0000,2.3205,2.3205,19,21,19,20,21,84.65
1630,100,0.0300,2.3212,2.3512,20,21,19,20,20,84.70
1631,100,0.0200,2.3212,2.3412,20,20,19,20,21,85.10
1632,100,0.0200,2.3197,2.3397,20,21,18,20,21,84.65
